Волченко Ольга Владиславовна: 5.20
Волчков Станислав Робертович: 4.60
Волшебная Гульнара Руслановна: 4.20
Волынский Михаил Тимофеевич: 7.60
Волынцев Олег Филиппович: 7.60
Волынчук Антон Георгиевич: 5.00
Воробейчик Екатерина Робертовна: 6.20
Воробейчиков Леонид Германович: 8.20
Воробьевская Анастасия Семеновна: 4.00
Воровская Марина Семеновна: 5.80
Ворожейкин Ефим Борисович: 4.20
Ворона Виктория Игоревна: 5.20
Воронко Галина Романовна: 2.40
Вороняев Вадим Григорьевич: 4.80
Воропаева Элина Ивановна: 6.60
Воротилов Ильдар Никитович: 3.80
Воротникова Екатерина Ярославовна: 6.60
Ворохобин Константин Павлович: 6.80
Ворошилов Ефим Андреевич: 5.40
Ворошилова Марина Константиновна: 5.40
Ворфаламеева Виктория Петровна: 3.40
Ворфоломеев Федор Анатольевич: 4.80
Ворфоломеева Гульнара Тимофеевна: 6.00
Восков Владимир Филиппович: 6.80
Восленская Юлия Борисовна: 6.80
Востоков Борис Русланович: 4.80
Восторгова Анастасия Яковлевна: 6.60
Вострова Алиса Робертовна: 6.40
Вострокнутов Вячеслав Леонидович: 4.60
Вострокнутова Инна Артемовна: 5.20
Вострокопытов Валерий Витальевич: 3.60
Востропятов Ефим Никитович: 5.00
Вострухина Надежда Даниловна: 3.60
Вохина Кристина Александровна: 5.80
Врублевский Петр Радикович: 5.60
Вторый Роберт Геннадьевич: 4.80
Выгодчикова Эльмира Петровна: 7.20
Выготский Эдуард Николаевич: 5.80
Вылегжанин Михаил Валентинович: 2.60
Вылегжанина Елизавета Игоревна: 4.60
Вылегжанина Лилия Филипповна: 7.20
Выморков Дмитрий Игоревич: 4.60
Вырубов Евгений Ринатович: 4.00
Вырубова Вероника Юрьевна: 4.80
Высоких Валерия Дмитриевна: 5.20
Высоких Федор Борисович: 4.60
Высотина Виктория Викторовна: 5.00
Вышеградский Семен Алексеевич: 5.80
Вышелесская Кира Павловна: 6.00
Вышелесский Дмитрий Анатольевич: 4.60
Вышеславская Любовь Александровна: 7.60
Вышеславцев Данил Дмитриевич: 4.20
Вышнеградская Елена Руслановна: 5.80
Вьюгов Степан Юрьевич: 6.40
Вязгин Филипп Николаевич: 4.20
Вязьмитина Ольга Руслановна: 5.00
Вяткин Семен Тимофеевич: 7.60
Вятчинин Анатолий Дмитриевич: 4.80
Вятчинин Герман Михаилович: 6.20
Вяхирева Яна Егоровна: 4.60
Габдулхаева Оксана Игоревна: 6.00
Гавва Эльмира Тимуровна: 5.80
Гавендяев Аркадий Вадимович: 4.40
Гавердовская Светлана Эдуардовна: 5.40
Гавриленков Ринат Робертович: 6.40
Гаврилин Марсель Германович: 3.40
Гавриловец Артем Витальевич: 5.20
Гавришина Полина Аркадьевна: 6.60
Гаврутин Петр Дамирович: 4.20
Гаврюшина Валерия Игоревна: 7.40
Гаврюшов Михаил Альбертович: 3.60
Гаглоева Ксения Георгиевна: 5.00
Гаглоева Римма Яновна: 6.20
Гадашева Алена Константиновна: 7.00
Гадомский Семен Дмитриевич: 5.80
Газиев Владислав Алексеевич: 4.60
Газизуллин Кирилл Вадимович: 6.00
Гаинцева Эльвира Никитовна: 4.80
Гайнулин Дмитрий Юрьевич: 6.20
Гайнулина Людмила Андреевна: 4.00
Галактионов Андрей Ильич: 6.40
Галанина Антонина Станиславовна: 4.40
Галаничева Ангелина Романовна: 5.40
Галанов Борис Владимирович: 5.40
Галеркина Валентина Борисовна: 5.00
Галиахметов Евгений Ефимович: 4.80
Галиев Павел Валерьевич: 4.80
Галиченко Илья Олегович: 5.40
Галкина Марина Никитовна: 6.80
Галчевская Римма Ярославовна: 4.20
Гальянова Анна Николаевна: 4.60
Гамзатов Роман Эдуардович: 7.40
Гамзулина Маргарита Денисовна: 6.40
Гандыбина Ангелина Станиславовна: 5.60
Ганелин Илья Германович: 4.60
Ганова Кристина Денисовна: 7.00
Ганушкина Мария Антоновна: 6.80
Ганшина Жанна Артемовна: 6.60
Гапликов Вадим Ильич: 7.40
Гараева Любовь Альбертовна: 5.80
Гаранькин Ильдар Аркадьевич: 7.40
Гарибян Марат Николаевич: 7.40
Гариева Виктория Робертовна: 5.20
Гарник Татьяна Сергеевна: 6.80
Гарновская Лидия Викторовна: 7.00
Гарцев Геннадий Викторович: 4.60
Гасаева Татьяна Константиновна: 5.40
Гасанов Семен Вячеславович: 7.20
Гастев Семен Данилович: 4.80
Гаун Мария Ринатовна: 6.00
Гафиатуллина Галина Егоровна: 4.80
Гашкова Карина Артуровна: 3.60
Гаянова Дарья Валентиновна: 5.40
Гвоздарева Ирина Робертовна: 3.80
Гедеонов Яков Михаилович: 7.80
Гедеоновская Тамара Константиновна: 5.80
Гейер Валерий Олегович: 6.60
Геллер Андрей Данилович: 3.40
Генадьев Степан Данилович: 6.40
Генералова Анна Дмитриевна: 6.00
Гениев Александр Никитович: 4.60
Генов Никита Филиппович: 4.40
Геракова Мария Руслановна: 6.00
Герасимовская Ирина Петровна: 5.60
Гераськина Алена Яковлевна: 6.80
Герасько Галина Степановна: 4.40
Гереев Павел Георгиевич: 6.80
Герцен Егор Вадимович: 8.80
Герчакова Эльмира Георгиевна: 5.00
Герчикова Оксана Игоревна: 5.20
Герчухина Евгения Филипповна: 6.80
Гетериева Полина Германовна: 5.80
Гетманская Юлия Егоровна: 4.60
Гетманчук Кира Дмитриевна: 5.80
Гиацинтова Александра Тимофеевна: 5.20
Гидаспов Эдуард Артемович: 4.20
Гиенко Марат Глебович: 5.20
Гилева Лилия Олеговна: 9.00
Гиматдинов Семен Валентинович: 4.80
Гиндин Никита Филиппович: 4.40
Гирева Алина Ильинична: 4.60
Гиталов Григорий Олегович: 6.00
Гитник Вадим Георгиевич: 5.80
Главатских Радик Ринатович: 6.00
Гладилина Алиса Яковлевна: 7.60
Гладилов Филипп Евгеньевич: 5.40
Гладкова Яна Игоревна: 6.80
Глазачев Ян Анатольевич: 4.20
Глазко Ольга Николаевна: 5.80
Глазова Раиса Яковлевна: 5.00
Глебский Илья Данилович: 7.00
Глезеров Аркадий Андреевич: 6.40
Глузский Игорь Денисович: 5.00
Глускина Полина Витальевна: 5.00
Глухарева Элина Руслановна: 7.60
Глуховский Григорий Глебович: 5.40
Глушко Валерий Витальевич: 4.60
Глушков Иван Антонович: 5.40
Гневашев Марат Иванович: 5.60
Гнездовская Жанна Геннадьевна: 7.00
Гнилощеков Никита Никитович: 4.60
Говядинов Владимир Станиславович: 6.40
Гогичаев Артем Ярославович: 6.00
Гогниев Валентин Аркадьевич: 2.60
Гоголь Людмила Анатольевна: 5.80
Голдобенков Валентин Юрьевич: 6.00
Голдовская Кристина Семеновна: 5.20
Голдовский Валерий Тимофеевич: 3.60
Голенко Наталья Васильевна: 9.40
Голец Виктория Альбертовна: 6.20
Голиборода Мария Вадимовна: 6.20
Голицина Элина Васильевна: 6.20
Голиченко Александра Борисовна: 5.00
Головаков Герман Константинович: 5.80
Голованева Лидия Никитовна: 6.60
Голованов Ринат Марселевич: 2.80
Головатинский Тимур Ярославович: 3.80
Головатов Александр Викторович: 4.00
Головащенко Анатолий Павлович: 4.00
Головкинская Вероника Марселевна: 4.60
Головнин Андрей Янович: 5.20
Голомбиевский Владимир Денисович: 4.60
Голомолзин Виктор Ярославович: 4.60
Голосова Эльмира Яновна: 6.00
Голоспинкина Инна Ивановна: 3.60
Голощекова Александра Романовна: 6.40
Голстунская Анжелика Валерьевна: 4.40
Голубинина Жанна Марселевна: 5.40
Голубинина Оксана Олеговна: 6.20
Голубинов Руслан Анатольевич: 6.00
Голубович Евгения Семеновна: 4.00
Голубоцкий Ефим Георгиевич: 8.80
Голубчик Элина Константиновна: 5.60
Гольянов Игорь Александрович: 7.00
Голяткин Георгий Эдуардович: 5.60
Голяткина Екатерина Ярославовна: 4.00
Гоманов Юрий Игоревич: 4.20
Гондырев Роберт Станиславович: 4.40
Гонобобелев Сергей Маратович: 5.40
Гоношин Семен Дмитриевич: 2.80
Гоношина Юлия Григорьевна: 6.80
Гоношихина Антонина Юрьевна: 5.60
Гонтарук Алла Витальевна: 5.20
Гонтарь Полина Станиславовна: 5.80
Гоплачева Дарья Радиковна: 6.80
Горбатко Елена Руслановна: 7.00
Горбатюк Екатерина Глебовна: 3.40
Горбоносова Валентина Петровна: 4.40
Горбунова Кристина Игоревна: 6.20
Горбунчиков Вячеслав Вадимович: 5.60
Гордейчева Ольга Рамилевна: 6.20
Гордейчук Дамир Данилович: 4.40
Гордиюк Надежда Геннадьевна: 7.80
Гордов Аркадий Владимирович: 7.60
Гордых Жанна Викторовна: 6.40
Горелкина Екатерина Леонидовна: 4.40
Гориславец Дмитрий Григорьевич: 4.60
Горкин Федор Маратович: 3.40
Горлатова Татьяна Павловна: 6.60
Городецкая Вероника Вячеславовна: 6.40
Городзенская Евгения Георгиевна: 4.40
Городникова Валерия Васильевна: 3.00
Городничина Антонина Кирилловна: 5.80
Городнюк Светлана Андреевна: 4.20
Горский Василий Дамирович: 6.60
Гортынская Элина Тимуровна: 4.20
Горшенев Павел Филиппович: 5.00
Горшина Валерия Романовна: 5.80
Горшкалева Людмила Яковлевна: 6.20
Горшунова Вероника Артуровна: 5.40
Горышина Валентина Артуровна: 9.00
Горькова Елизавета Вячеславовна: 3.80
Горьковых Гульнара Игоревна: 6.40
Горюшкин Ильдар Станиславович: 4.80
Горяйнова Олеся Леонидовна: 6.60
Гостев Данил Ринатович: 6.00
Гостищина Гульнара Григорьевна: 8.20
Готина Римма Витальевна: 6.00
Гочкулиев Степан Евгеньевич: 6.20
Грабский Валерий Робертович: 6.60
Градский Валентин Степанович: 5.20
Гранков Илья Альбертович: 5.80
Грановская Алиса Васильевна: 7.00
Граубин Вадим Иванович: 3.00
Графский Андрей Радикович: 4.60
Грацинский Виктор Ильдарович: 6.40
Гребенев Никита Аркадьевич: 4.60
Гребенский Вячеслав Романович: 4.00
Гребенцова Олеся Леонидовна: 5.80
Гребенчук Татьяна Ярославовна: 4.40
Грезнев Марат Федорович: 5.60
Гремиславская Валентина Робертовна: 5.00
Гремиславская Лариса Вадимовна: 5.60
Гречаникова Людмила Олеговна: 4.80
Гречищева Виктория Даниловна: 4.80
Грешник Алина Борисовна: 5.40
Грибанина Ольга Игоревна: 4.60
Гривнин Борис Евгеньевич: 5.80
Григоренко Виктория Филипповна: 5.00
Гридин Тимур Николаевич: 5.60
Гринев Семен Степанович: 6.80
Гринкина Дарья Витальевна: 4.60
Гринникова Вероника Борисовна: 4.20
Гриняева Надежда Георгиевна: 3.40
Грицаенко Владимир Степанович: 6.00
Грицанов Артем Георгиевич: 3.60
Грицук Владимир Михаилович: 4.80
Гришагина Лидия Артуровна: 3.80
Гришакина Александра Рамилевна: 5.80
Гришаков Максим Ярославович: 1.60
Гришко Виталий Алексеевич: 6.60
Гришков Станислав Валентинович: 5.60
Гришкова Диана Михаиловна: 6.40
Гришочков Никита Витальевич: 5.20
Гришунов Валентин Юрьевич: 6.60
Грищено Денис Олегович: 7.80
Громадина Екатерина Геннадьевна: 7.20
Грузинова Альбина Эдуардовна: 3.80
Грунин Аркадий Никитович: 5.60
Груничев Михаил Станиславович: 4.60
Грызов Кирилл Александрович: 6.00
Грязнов Эдуард Андреевич: 6.20
Губер Артем Ефимович: 5.20
Губкин Илья Артемович: 5.00
Гугнина Олеся Васильевна: 5.40
Гудилина Антонина Антоновна: 6.80
Гудимова Светлана Романовна: 4.60
Гузанин Григорий Ярославович: 5.60
Гузин Юрий Маратович: 7.40
Гуков Григорий Ильич: 7.00
Гуменюк Марат Рамилевич: 3.40
Гуменюк Наталья Марселевна: 4.80
Гумерова Юлия Яковлевна: 3.60
Гумерский Анатолий Вадимович: 5.00
Гурбатова Диана Михаиловна: 5.00
Гуреев Дамир Павлович: 7.40
Гуренко Федор Альбертович: 5.00
Гурин Антон Артемович: 8.40
Гурко Ольга Артемовна: 2.60
Гурышев Константин Борисович: 4.40
Гурышев Марсель Андреевич: 5.40
Гурьев Глеб Русланович: 5.00
Гурьнев Борис Эдуардович: 6.60
Гусов Герман Аркадьевич: 4.40
Густерина Екатерина Константиновна: 4.00
Густова Наталья Тимуровна: 4.40
Гусынина Маргарита Дмитриевна: 6.80
Гутова Эльвира Васильевна: 5.80
Давидяк Кира Леонидовна: 6.80
Давыденкова Гульнара Никитовна: 7.20
Далецкая Алиса Маратовна: 6.00
Дан Семен Георгиевич: 5.60
Дангулов Вячеслав Павлович: 6.40
Данилевич Алина Станиславовна: 6.40
Данилко Марат Семенович: 6.80
Данилов Антон Михаилович: 8.80
Данишевич Ольга Яновна: 5.20
Данишевич Петр Аркадьевич: 3.60
Данишевич Филипп Игоревич: 5.00
Данкина Римма Васильевна: 7.60
Даньшина Марина Руслановна: 5.00
Данюков Тимур Альбертович: 6.00
Данюкова Валерия Никитовна: 5.00
Дарбинян Тамара Глебовна: 6.00
Дарков Герман Робертович: 6.80
Даровский Анатолий Ильдарович: 7.00
Дашкевич Владислав Максимович: 5.40
Дашко Римма Артуровна: 4.00
Дашковская Римма Васильевна: 5.60
Дашук Наталья Сергеевна: 6.40
Двинская Ангелина Сергеевна: 4.80
Дебижев Роман Олегович: 5.60
Дебольцев Константин Станиславович: 6.80
Деборина Оксана Руслановна: 5.00
Дебособрова Алиса Григорьевна: 6.40
Девятинина Кристина Ильдаровна: 4.60
Девятнина Ольга Алексеевна: 7.00
Девятов Виктор Валентинович: 5.80
Девятовская Виктория Антоновна: 4.80
Дегаев Валентин Витальевич: 5.20
Дегоев Сергей Филиппович: 6.00
Дегтяренко Егор Германович: 5.40
Дедегкаева Галина Константиновна: 6.00
Дедюнина Инна Федоровна: 6.20
Дежуров Иван Тимурович: 7.20
Демеуова Мария Михаиловна: 7.00
Демидась Инна Никитовна: 6.00
Демидась Ярослав Юрьевич: 3.40
Демичев Михаил Юрьевич: 3.80
Демкина Элина Владиславовна: 7.20
Демышева Гульнара Семеновна: 6.20
Дербенев Максим Станиславович: 4.40
Дергачова Людмила Денисовна: 5.80
Державцев Георгий Анатольевич: 5.20
Дериглазов Валерий Валентинович: 4.40
Десятникова Алена Владимировна: 5.80
Деткова Кристина Романовна: 5.40
Детушкина Кристина Артемовна: 7.40
Джанасаева Римма Никитовна: 6.00
Джандосов Григорий Ильич: 4.20
Джаншиева Надежда Олеговна: 6.40
Джемарджидзев Семен Тимурович: 7.40
Дживелегова Анастасия Ефимовна: 6.80
Джиенбаев Игорь Никитович: 4.80
Джубанова Диана Леонидовна: 6.60
Джумалиева Альбина Денисовна: 4.20
Дзахмишева Алиса Егоровна: 6.40
Дзгоева Ольга Ильинична: 8.20
Дзевановский Павел Анатольевич: 2.80
Дзензерская Юлия Вадимовна: 6.40
Дзенискевич Артем Иванович: 5.20
Димов Александр Яковлев: 3.60
Димурова Олеся Анатольевна: 3.40
Димчевский Федор Станиславович: 5.20
Динеев Сергей Артемович: 7.60
Диченко Сергей Михаилович: 6.60
Дмитрюков Роберт Данилович: 3.60
Добрецова Карина Марселевна: 7.00
Добрецова Любовь Артемовна: 3.20
Добрин Вадим Кириллович: 4.20
Добромыслов Ринат Марселевич: 6.20
Доброноженко Дмитрий Робертович: 6.40
Доброноженко Игорь Евгеньевич: 5.00
Доброхотов Иван Данилович: 7.00
Добрынкина Елизавета Сергеевна: 5.60
Добычина Ольга Сергеевна: 7.20
Догузов Валентин Янович: 5.80
Догузов Владислав Владиславович: 4.20
Докунина Полина Вячеславовна: 5.40
Докучаев Ильдар Вячеславович: 3.00
Долбоносов Виталий Михаилович: 5.40
Долганская Кристина Ильдаровна: 5.60
Долгин Степан Яковлев: 5.80
Долгирева Вероника Антоновна: 5.60
Долгова Александра Анатольевна: 5.00
Долгопольский Яков Дамирович: 5.20
Долгорожева Тамара Рамилевна: 5.60
Долгостинов Эдуард Егорович: 5.80
Дольская Альбина Марселевна: 6.80
Домашова Анастасия Семеновна: 4.80
Домбаева Элина Руслановна: 6.40
Домничева Мария Юрьевна: 5.00
Домогаров Марат Павлович: 5.60
Доможаков Валерий Эдуардович: 6.20
Доможилова Ольга Николаевна: 5.00
Домотканов Валентин Вячеславович: 3.60
Донченко Виктор Кириллович: 4.80
Доренко Ян Германович: 6.40
Дорина Алена Руслановна: 4.00
Доркин Константин Станиславович: 5.80
Дородных Кристина Геннадьевна: 3.80
Дорожинская Валерия Семеновна: 5.40
Дорохова Татьяна Ильинична: 4.20
Драгомирова Кристина Степановна: 4.40
Драгун Олег Григорьевич: 7.00
Драгункина Вероника Станиславовна: 6.40
Дратцева Алена Антоновна: 7.00
Драшусова Карина Витальевна: 4.20
Дремова Людмила Руслановна: 5.60
Дробин Дамир Маратович: 3.40
Дробина Элина Ильдаровна: 5.60
Дронкин Борис Семенович: 5.00
Дронова Дарья Викторовна: 5.00
Друг Марина Витальевна: 4.80
Дружинин Евгений Дмитриевич: 6.20
Дружкин Артем Егорович: 4.20
Дружкин Руслан Антонович: 5.80
Дружкина Светлана Павловна: 5.40
Дружко Оксана Артуровна: 5.20
Дружкова Маргарита Ильинична: 7.40
Дружникова Кристина Валерьевна: 4.40
Дрыгин Игорь Ефимович: 8.00
Дрыкин Вадим Олегович: 3.80
Дрюков Владислав Андреевич: 6.00
Дубенко Валентин Васильевич: 5.20
Дубинкин Вадим Васильевич: 6.40
Дубнова Тамара Борисовна: 6.20
Дубова Альбина Дамировна: 5.60
Дубовик Алексей Кириллович: 6.60
Дубовой Алексей Викторович: 5.40
Дубовцева Алла Алексеевна: 4.60
Дубоносов Виктор Вячеславович: 5.20
Дубоносова Валентина Петровна: 7.20
Дубравина Юлия Аркадьевна: 5.00
Дубынина Кира Геннадьевна: 5.80
Дудик Николай Ильдарович: 6.20
Дудина Диана Викторовна: 5.80
Дудырина Элина Глебовна: 5.20
Дуйшеева Елизавета Павловна: 4.60
Дуканова Анна Владимировна: 4.80
Дуканова Яна Дамировна: 7.80
Дуленкова Диана Юрьевна: 5.60
Думина Ольга Леонидовна: 7.60
Думина Эльвира Георгиевна: 5.60
Дуреева Элина Денисовна: 6.40
Дурнева Алина Николаевна: 4.20
Дурнева Алиса Яковлевна: 7.00
Дусмухаметова Людмила Федоровна: 7.00
Духанова Елизавета Николаевна: 5.00
Духовской Игорь Станиславович: 2.60
Душарин Юрий Григорьевич: 6.00
Душенов Роберт Александрович: 7.00
Дымарский Глеб Станиславович: 5.20
Дымкова Ирина Робертовна: 4.40
Дышева Диана Валентиновна: 5.60
Дьяк Геннадий Никитович: 2.40
Дьяк Дамир Валентинович: 6.00
Дьяченко Эльвира Евгеньевна: 5.40
Дэльвин Кирилл Марселевич: 7.40
Дюков Никита Федорович: 4.40
Дюпин Владислав Федорович: 7.20
Дюпин Илья Янович: 5.40
Дятчина Дарья Марселевна: 5.20
Евгеньев Константин Ринатович: 3.60
Евдокименко Алена Леонидовна: 5.00
Евдонин Филипп Иванович: 6.20
Евдошин Глеб Игоревич: 7.20
Евенко Андрей Дмитриевич: 5.00
Евлашкин Виктор Владиславович: 4.80
Евсеенко Ильдар Павлович: 4.20
Евсейкин Евгений Борисович: 6.40
Евстегнеев Радик Тимурович: 4.40
Евстегнеева Жанна Маратовна: 3.40
Евстигнеева Гульнара Семеновна: 5.20
Евстратенко Наталья Ефимовна: 5.40
Евсюткина Олеся Георгиевна: 3.00
Евтеева Анжелика Яковлевна: 6.20
Евтехеев Александр Витальевич: 5.00
Евтехов Степан Геннадьевич: 4.40
Евтихиев Андрей Борисович: 6.80
Евтушик Римма Маратовна: 6.80
Евтютин Павел Робертович: 5.40
Егоренко Наталья Сергеевна: 5.40
Егоркина Карина Денисовна: 4.00
Егоян Любовь Руслановна: 2.80
Екименко Денис Анатольевич: 6.00
Еланский Семен Аркадьевич: 4.60
Елгазина Мария Петровна: 4.40
Елезова Гульнара Григорьевна: 6.80
Еленкина Тамара Альбертовна: 5.60
Елизарова Оксана Ярославовна: 4.20
Елохин Павел Алексеевич: 7.20
Елшина Наталья Михаиловна: 7.20
Емчанинова Жанна Владимировна: 7.60
Емчанинова Наталья Эдуардовна: 4.60
Енакиев Борис Сергеевич: 5.60
Епанчинцев Григорий Георгиевич: 4.80
Ерастов Сергей Ильдарович: 5.60
Ерахтин Глеб Артурович: 6.20
Ергин Валентин Дамирович: 8.40
Еремкин Геннадий Германович: 5.00
Еремушкина Лариса Владиславовна: 6.00
Ерешко Маргарита Семеновна: 6.60
Ерещенко Данил Робертович: 4.40
Ержанов Роман Романович: 4.40
Ерлыченков Данил Аркадьевич: 6.60
Ермакович Денис Константинович: 5.40
Ермачкова Лариса Владиславовна: 3.20
Ермилин Герман Георгиевич: 5.40
Ермилина Юлия Васильевна: 6.80
Ермолаева Валентина Андреевна: 7.00
Ерофеев Денис Марселевич: 6.20
Ершина Надежда Ивановна: 6.60
Ершихин Иван Ильдарович: 6.80
Ерыгина Карина Робертовна: 4.60
Ерышева Эльвира Анатольевна: 6.60
Ерюхина Тамара Антоновна: 5.80
Есаян Иван Никитович: 6.00
Есенков Ильдар Германович: 6.60
Есип Андрей Владиславович: 3.40
Ескин Роман Русланович: 8.00
Ефросимова Алла Григорьевна: 5.40
Жагренков Филипп Радикович: 7.40
Жадобина Любовь Романовна: 6.20
Жакиянова Римма Игоревна: 4.60
Жалмагамбетова Тамара Георгиевна: 4.40
Жамалетдинов Радик Ярославович: 8.80
Жапов Данил Денисович: 5.00
Жаравлев Семен Аркадьевич: 5.40
Жаровская Елена Маратовна: 5.60
Жвалов Юрий Семенович: 6.20
Ждакаева Ольга Вадимовна: 5.60
Жданкина Тамара Станиславовна: 4.40
Жебелева Дарья Марселевна: 3.00
Жебрунов Виктор Владимирович: 6.20
Жевахов Дамир Георгиевич: 5.20
Желватых Артур Ярославович: 4.60
Желвачева Римма Борисовна: 7.40
Желдина Анжелика Марселевна: 5.40
Желдина Наталья Владимировна: 5.80
Железный Рамиль Федорович: 3.20
Железный Роберт Вячеславович: 5.40
Желнинский Григорий Альбертович: 5.60
Желтяков Максим Иванович: 6.00
Жемчугова Наталья Артуровна: 5.80
Жемчужный Иван Антонович: 4.60
Жемчужный Игорь Владиславович: 7.00
Жеребятов Виктор Михаилович: 6.60
Жерноков Борис Артурович: 6.60
Жженов Ринат Глебович: 5.60
Жибоедова Елизавета Максимовна: 4.40
Живейнов Антон Геннадьевич: 6.60
Живейнов Леонид Максимович: 4.60
Животко Юлия Даниловна: 6.40
Животовская Ксения Яковлевна: 5.60
Жигайло Альбина Михаиловна: 6.00
Жигина Алиса Андреевна: 6.20
Жиглова Карина Валентиновна: 2.40
Жигулева Ксения Ильинична: 5.00
Жидик Борис Викторович: 3.60
Жидконожкина Людмила Семеновна: 4.00
Жидова Анна Радиковна: 5.80
Жилеева Эльвира Яновна: 4.20
Жилейкина Яна Ярославовна: 3.40
Жилунович Вячеслав Михаилович: 5.60
Жиляков Игорь Артемович: 7.60
Жимерин Леонид Григорьевич: 6.60
Жирнакова Мария Геннадьевна: 6.20
Жирякова Римма Васильевна: 4.20
Житов Альберт Олегович: 5.60
Жихарева Вероника Германовна: 4.40
Жлуктов Олег Артемович: 6.60
Жоголев Дмитрий Данилович: 5.40
Жолобов Ринат Степанович: 7.40
Жубанова Елизавета Тимофеевна: 5.40
Жужиков Ринат Яковлев: 4.80
Жуйков Данил Владимирович: 5.40
Жуковский Денис Васильевич: 4.80
Жуликов Рамиль Глебович: 7.20
Жумаскалиева Юлия Яновна: 5.20
Журавлев Аркадий Максимович: 4.60
Журавлева Любовь Яновна: 5.20
Журак Дмитрий Юрьевич: 7.40
Журбин Георгий Робертович: 7.60
Журенко Полина Кирилловна: 4.40
Журик Вероника Артуровна: 8.00
Журило Ярослав Валентинович: 6.20
Журович Алла Ильинична: 6.00
Заболотская Карина Ильдаровна: 7.00
Заборских Светлана Алексеевна: 3.80
Заботина Алиса Павловна: 3.60
Заботкин Ринат Рамилевич: 4.40
Завадовская Алла Борисовна: 3.80
Завалов Яков Владимирович: 4.80
Заваров Альберт Александрович: 6.40
Завгороднев Ярослав Ярославович: 6.20
Заверняева Алла Кирилловна: 4.00
Завесин Роберт Валерьевич: 3.60
Заводов Степан Владиславович: 6.00
Завозин Никита Владимирович: 8.60
Заволокина Альбина Кирилловна: 6.80
Заворохина Людмила Петровна: 4.60
Заворуев Дамир Николаевич: 5.00
Загидулина Оксана Валентиновна: 4.20
Загородных Вероника Валентиновна: 6.40
Загоскина Любовь Сергеевна: 7.20
Загрядская Ангелина Германовна: 5.00
Загуменнов Рамиль Станиславович: 5.00
Задеренко Роман Денисович: 3.80
Задкова Полина Максимовна: 3.40
Заднепровская Ольга Артемовна: 3.00
Зазиркин Роман Михаилович: 6.20
Зазыбин Артур Кириллович: 3.40
Зайковский Геннадий Тимофеевич: 4.60
Зайналова Наталья Федоровна: 4.60
Зайнутдинов Никита Викторович: 4.20
Зайчикова Валерия Витальевна: 6.80
Залина Эльмира Вячеславовна: 6.20
Залиханов Василий Робертович: 6.60
Залиханов Евгений Петрович: 5.80
Заложных Наталья Георгиевна: 7.40
Залышкина Валентина Витальевна: 5.80
Зальцман Евгения Георгиевна: 5.40
Заляева Евгения Витальевна: 4.20
Заляева Полина Марселевна: 6.00
Замалеев Марсель Кириллович: 6.20
Замотаев Леонид Игоревич: 5.20
Замулин Олег Ринатович: 5.40
Заозерский Никита Эдуардович: 5.40
Западова Любовь Тимофеевна: 4.40
Заплаткин Глеб Петрович: 5.40
Заполева Виктория Алексеевна: 4.60
Запольский Константин Русланович: 5.20
Зарайский Руслан Семенович: 6.40
Зараменских Эльвира Маратовна: 5.40
Зарин Вадим Степанович: 6.20
Зарудин Константин Никитович: 5.40
Засурцев Никита Русланович: 6.60
Затонская Диана Александровна: 5.60
Заусалин Виктор Леонидович: 5.40
Захаревич Рамиль Ринатович: 3.80
Захариев Владимир Викторович: 5.80
Захарикова Элина Робертовна: 3.20
Захарченок Филипп Ефимович: 7.80
Захаьянец Яков Ярославович: 4.00
Захваткин Константин Данилович: 5.00
Заходякин Роберт Александрович: 6.00
Зацепилин Константин Петрович: 6.20
Зачесломская Елена Марселевна: 3.00
Зашихина Карина Константиновна: 4.00
Заяева Анастасия Степановна: 7.00
Збарский Виталий Радикович: 4.20
Збруев Евгений Робертович: 6.00
Звезда Валентина Дмитриевна: 6.20
Звенигородский Ярослав Вячеславович: 7.40
Зверякова Диана Ильинична: 7.60
Зворыкина Олеся Михаиловна: 7.00
Звягильский Сергей Викторович: 4.20
Здорик Дамир Сергеевич: 5.40
Зевина Анна Федоровна: 6.40
Зеленин Юрий Петрович: 5.00
Зеленихин Никита Аркадьевич: 5.00
Зеленкин Денис Янович: 4.20
Зеленко Ярослав Никитович: 5.00
Зеленяк Дарья Павловна: 6.20
Зелепукин Станислав Данилович: 7.60
Зелинская Кристина Аркадьевна: 4.20
Зельвенская Кира Ярославовна: 6.80
Зельвенская Ольга Радиковна: 4.40
Землякова Тамара Евгеньевна: 6.00
Землянкин Роман Борисович: 4.20
Земченко Вероника Григорьевна: 5.80
Зенин Ян Станиславович: 5.00
Зенцева Инна Георгиевна: 6.20
Зепалов Василий Германович: 4.60
Зеркина Светлана Романовна: 6.60
Зерчанинов Артем Егорович: 5.80
Зефиров Георгий Маратович: 4.60
Зефиров Сергей Владимирович: 5.40
Зиганшина Алена Григорьевна: 6.40
Зимников Валерий Иванович: 4.80
Зимова Жанна Юрьевна: 3.60
Зинаков Марсель Тимофеевич: 7.00
Зинаков Ярослав Михаилович: 5.20
Зингер Максим Вадимович: 3.00
Зинин Эдуард Игоревич: 4.80
Зинкевич Анна Радиковна: 6.20
Зинкин Владимир Андреевич: 4.60
Зинковская Алиса Антоновна: 5.60
Зиннурова Ирина Станиславовна: 6.20
Зиновенко Кирилл Ринатович: 6.00
Зинченко Марсель Федорович: 5.60
